asset_id,timestamp,vibration_mm_s,temperature_c,pressure_psi,flow_rate_m3h,rpm,vibration_mm_s_roll7,vibration_mm_s_rate_of_change,temperature_c_roll7,temperature_c_rate_of_change,pressure_psi_roll7,pressure_psi_rate_of_change,flow_rate_m3h_roll7,flow_rate_m3h_rate_of_change,rpm_roll7,rpm_rate_of_change,will_fail_soon,asset_type,equipment_subtype,location,manufacturer,install_date,criticality
CMP-010,2024-02-12,3.8,74.74,368.02,1126.62,4764.11,3.2742857142857145,-0.058571428571428275,80.04285714285713,-0.23000000000000398,349.3857142857143,-7.468571428571352,1176.294285714286,-68.34714285714267,4790.834285714285,-34.0,0,Compressor,Reciprocating,Amenam Complex,Solar Turbines,2021-11-18,Medium
CMP-010,2024-02-13,3.03,166.17,314.07,1199.05,4861.07,3.2114285714285713,-0.10000000000000009,91.88142857142857,11.027142857142849,342.11999999999995,-15.020000000000039,1179.8028571428572,-51.57285714285695,4806.285714285715,6.552857142857647,0,Compressor,Reciprocating,Amenam Complex,Solar Turbines,2021-11-18,Medium
CMP-010,2024-02-14,3.48,88.01,320.83,1204.08,4764.79,3.1557142857142857,-0.25285714285714267,92.47714285714285,11.280000000000001,339.45285714285717,-16.612857142857138,1189.0228571428572,-36.46714285714279,4796.257142857144,-6.754285714285288,0,Compressor,Reciprocating,Amenam Complex,Solar Turbines,2021-11-18,Medium
CMP-010,2024-02-15,3.68,80.6,316.72,1184.43,4806.37,3.2385714285714284,-0.14714285714285769,92.55,12.068571428571431,337.53285714285715,-9.75714285714281,1184.3385714285716,-26.967142857142562,4783.015714285714,-36.69571428571453,0,Compressor,Reciprocating,Amenam Complex,Solar Turbines,2021-11-18,Medium
CMP-010,2024-02-16,3.11,84.65,346.61,1226.81,4803.98,3.287142857142857,0.0014285714285713347,93.63571428571427,14.428571428571402,336.5585714285714,-13.900000000000034,1182.8242857142857,-31.87285714285713,4787.967142857143,-29.285714285714675,0,Compressor,Reciprocating,Amenam Complex,Solar Turbines,2021-11-18,Medium
CMP-010,2024-02-17,3.06,159.31,351.9,1185.67,4654.18,3.3300000000000005,0.21571428571428664,104.39999999999999,24.704285714285703,337.04285714285714,-14.272857142857163,1185.4342857142858,-17.52857142857124,4767.54,-45.56999999999971,0,Compressor,Reciprocating,Amenam Complex,Solar Turbines,2021-11-18,Medium
CMP-010,2024-02-18,3.12,78.74,350.84,1137.94,4881.77,3.325714285714286,0.2071428571428573,104.60285714285713,24.389999999999986,338.4271428571428,-9.967142857142903,1180.6571428571428,-10.77285714285722,4790.895714285713,-3.914285714286052,0,Compressor,Reciprocating,Amenam Complex,Solar Turbines,2021-11-18,Medium
CMP-010,2024-02-19,3.15,76.65,350.64,1174.26,4810.36,3.2328571428571427,-0.041428571428571814,104.87571428571428,24.83285714285715,335.9442857142857,-13.441428571428617,1187.462857142857,11.168571428571113,4797.502857142857,6.66857142857134,0,Compressor,Reciprocating,Amenam Complex,Solar Turbines,2021-11-18,Medium
CMP-010,2024-02-20,3.26,77.0,378.85,1137.65,4779.7,3.2657142857142856,0.05428571428571427,92.13714285714286,0.25571428571429067,345.1985714285714,3.078571428571479,1178.6914285714286,-1.1114285714286325,4785.878571428571,-20.4071428571433,0,Compressor,Reciprocating,Amenam Complex,Solar Turbines,2021-11-18,Medium
CMP-010,2024-02-21,2.83,79.81,330.24,1173.96,4800.1,3.172857142857143,0.01714285714285735,90.96571428571428,-1.5114285714285671,346.54285714285714,7.089999999999975,1174.3885714285714,-14.634285714285852,4790.922857142857,-5.334285714287034,0,Compressor,Reciprocating,Amenam Complex,Solar Turbines,2021-11-18,Medium
CMP-010,2024-02-22,3.32,85.11,363.43,1199.04,4726.07,3.1214285714285714,-0.117142857142857,91.61,-0.9399999999999977,353.2157142857142,15.682857142857074,1176.4757142857143,-7.862857142857365,4779.451428571428,-3.564285714286598,0,Compressor,Reciprocating,Amenam Complex,Solar Turbines,2021-11-18,Medium
CMP-010,2024-02-23,2.34,89.59,367.19,1218.65,4866.56,3.0114285714285716,-0.27571428571428536,92.3157142857143,-1.319999999999979,356.1557142857143,19.5971428571429,1175.31,-7.514285714285734,4788.391428571428,0.4242857142853609,0,Compressor,Reciprocating,Amenam Complex,Solar Turbines,2021-11-18,Medium
CMP-010,2024-02-24,3.44,77.7,353.53,1125.5,4761.92,3.0657142857142854,-0.2642857142857151,80.65714285714286,-23.742857142857133,356.3885714285714,19.34571428571428,1166.7142857142858,-18.720000000000027,4803.782857142856,36.24285714285634,0,Compressor,Reciprocating,Amenam Complex,Solar Turbines,2021-11-18,Medium
CMP-010,2024-02-25,3.13,80.73,385.64,1143.93,4774.61,3.067142857142857,-0.2585714285714289,80.94142857142857,-23.66142857142856,361.36,22.932857142857188,1167.57,-13.087142857142908,4788.4742857142855,-2.421428571427896,0,Compressor,Reciprocating,Amenam Complex,Solar Turbines,2021-11-18,Medium
CMP-010,2024-02-27,3.11,81.89,354.13,1276.65,4768.99,3.0614285714285714,-0.17142857142857126,81.69000000000001,-23.18571428571427,361.8585714285714,25.91428571428571,1182.197142857143,-5.265714285714012,4782.564285714286,-14.938571428570867,0,Compressor,Reciprocating,Amenam Complex,Solar Turbines,2021-11-18,Medium
CMP-010,2024-02-28,3.3,77.46,348.8,1093.13,4849.66,3.067142857142857,-0.1985714285714284,81.75571428571428,-10.381428571428586,357.5657142857143,12.36714285714288,1175.837142857143,-2.854285714285652,4792.558571428572,6.680000000000291,0,Compressor,Reciprocating,Amenam Complex,Solar Turbines,2021-11-18,Medium
CMP-010,2024-02-29,3.32,91.81,352.3,1215.13,4669.72,3.1371428571428566,-0.035714285714286476,83.47,-7.4957142857142856,360.71714285714285,14.174285714285702,1181.7185714285715,7.330000000000155,4773.932857142857,-16.98999999999978,0,Compressor,Reciprocating,Amenam Complex,Solar Turbines,2021-11-18,Medium
CMP-010,2024-03-01,3.82,77.44,340.15,1188.57,4785.8,3.208571428571428,0.08714285714285674,82.37428571428572,-9.23571428571428,357.39142857142855,4.175714285714321,1180.222857142857,3.7471428571427623,4782.465714285715,3.0142857142873254,0,Compressor,Reciprocating,Amenam Complex,Solar Turbines,2021-11-18,Medium
CMP-010,2024-03-02,3.13,83.64,334.45,1091.14,4674.92,3.3214285714285716,0.31000000000000005,81.52428571428571,-10.791428571428582,352.7142857142857,-3.4414285714285597,1162.007142857143,-13.302857142856965,4755.088571428571,-33.30285714285674,0,Compressor,Reciprocating,Amenam Complex,Solar Turbines,2021-11-18,Medium
CMP-010,2024-03-03,4.28,72.9,355.52,1184.81,4681.07,3.4414285714285713,0.3757142857142859,80.83857142857143,0.18142857142856883,352.99857142857144,-3.3899999999999864,1170.48,3.765714285714239,4743.538571428571,-60.24428571428507,0,Compressor,Reciprocating,Amenam Complex,Solar Turbines,2021-11-18,Medium
CMP-010,2024-03-04,3.54,75.94,355.43,1199.96,4733.48,3.5,0.43285714285714283,80.1542857142857,-0.787142857142868,348.68285714285713,-12.677142857142883,1178.4842857142855,10.914285714285597,4737.662857142857,-50.81142857142822,0,Compressor,Reciprocating,Amenam Complex,Solar Turbines,2021-11-18,Medium
CMP-010,2024-03-05,3.75,85.04,358.79,1139.05,4759.25,3.5914285714285716,0.5300000000000002,80.60428571428572,-1.085714285714289,349.34857142857146,-12.509999999999934,1158.827142857143,-23.37000000000012,4736.271428571429,-46.29285714285652,0,Compressor,Reciprocating,Amenam Complex,Solar Turbines,2021-11-18,Medium
CMP-010,2024-03-06,3.01,84.71,346.78,1330.49,4738.67,3.5500000000000003,0.4828571428571431,81.64,-0.11571428571427589,349.06,-8.505714285714305,1192.7357142857143,16.89857142857136,4720.415714285715,-72.14285714285688,0,Compressor,Reciprocating,Amenam Complex,Solar Turbines,2021-11-18,Medium
CMP-010,2024-03-07,3.9,93.08,358.34,1152.99,4772.59,3.632857142857143,0.49571428571428644,81.82142857142857,-1.6485714285714295,349.9228571428571,-10.794285714285763,1183.8585714285714,2.1399999999998727,4735.111428571428,-38.82142857142844,0,Compressor,Reciprocating,Amenam Complex,Solar Turbines,2021-11-18,Medium
CMP-010,2024-03-08,2.96,80.03,333.93,1126.83,4888.19,3.5100000000000002,0.30142857142857205,82.19142857142857,-0.18285714285714505,349.0342857142858,-8.357142857142776,1175.0385714285715,-5.184285714285579,4749.738571428571,-32.72714285714392,0,Compressor,Reciprocating,Amenam Complex,Solar Turbines,2021-11-18,Medium
CMP-010,2024-03-09,2.97,75.75,352.61,1212.58,4837.95,3.4871428571428567,0.16571428571428504,81.06428571428572,-0.45999999999999375,351.6285714285714,-1.0857142857143458,1192.387142857143,30.38000000000011,4773.028571428571,17.9399999999996,0,Compressor,Reciprocating,Amenam Complex,Solar Turbines,2021-11-18,Medium
CMP-010,2024-03-10,2.95,79.82,337.68,1198.14,4742.73,3.2971428571428576,-0.14428571428571368,82.05285714285715,1.2142857142857224,349.08,-3.918571428571454,1194.2914285714287,23.811428571428678,4781.837142857143,38.29857142857145,0,Compressor,Reciprocating,Amenam Complex,Solar Turbines,2021-11-18,Medium
CMP-010,2024-03-11,3.09,90.78,338.54,1224.78,4691.0,3.2328571428571427,-0.26714285714285735,84.17285714285715,4.018571428571448,346.6671428571429,-2.015714285714239,1197.837142857143,19.352857142857374,4775.768571428571,38.105714285713475,0,Compressor,Reciprocating,Amenam Complex,Solar Turbines,2021-11-18,Medium
CMP-010,2024-03-12,3.21,87.68,354.52,1214.01,4833.1,3.155714285714286,-0.4357142857142855,84.55,3.945714285714274,346.0571428571429,-3.2914285714285825,1208.5457142857142,49.718571428571295,4786.318571428571,50.04714285714181,0,Compressor,Reciprocating,Amenam Complex,Solar Turbines,2021-11-18,Medium
CMP-010,2024-03-13,3.55,84.76,342.06,1252.61,4822.0,3.2328571428571427,-0.3171428571428576,84.55714285714285,2.9171428571428493,345.3828571428571,-3.677142857142883,1197.42,4.6842857142858065,4798.222857142857,77.80714285714203,0,Compressor,Reciprocating,Amenam Complex,Solar Turbines,2021-11-18,Medium
CMP-010,2024-03-14,3.28,83.59,357.07,1340.84,4840.51,3.1442857142857146,-0.48857142857142843,83.20142857142856,1.3799999999999955,345.2014285714286,-4.721428571428476,1224.2557142857145,40.39714285714308,4807.925714285715,72.8142857142866,0,Compressor,Reciprocating,Amenam Complex,Solar Turbines,2021-11-18,Medium
CMP-010,2024-03-15,2.94,81.6,342.96,1251.27,4918.43,3.141428571428572,-0.36857142857142833,83.42571428571429,1.2342857142857184,346.49142857142857,-2.5428571428572013,1242.032857142857,66.99428571428552,4812.245714285715,62.50714285714366,0,Compressor,Reciprocating,Amenam Complex,Solar Turbines,2021-11-18,Medium
CMP-010,2024-03-16,2.95,78.23,338.47,1171.95,4822.12,3.138571428571429,-0.34857142857142787,83.78,2.7157142857142844,344.47142857142853,-7.157142857142844,1236.2285714285715,43.84142857142842,4809.984285714286,36.95571428571475,0,Compressor,Reciprocating,Amenam Complex,Solar Turbines,2021-11-18,Medium
CMP-010,2024-03-17,3.02,83.61,346.96,1332.84,4751.34,3.1485714285714286,-0.14857142857142902,84.32142857142857,2.26857142857142,345.79714285714283,-3.2828571428571536,1255.4714285714285,61.179999999999836,4811.214285714285,29.377142857142644,0,Compressor,Reciprocating,Amenam Complex,Solar Turbines,2021-11-18,Medium
CMP-010,2024-03-18,3.03,79.39,369.7,1116.81,4908.87,3.1399999999999997,-0.09285714285714297,82.69428571428571,-1.478571428571442,350.2485714285714,3.5814285714284892,1240.047142857143,42.210000000000036,4842.338571428571,66.57000000000062,0,Compressor,Reciprocating,Amenam Complex,Solar Turbines,2021-11-18,Medium
CMP-010,2024-03-19,3.08,77.84,357.87,1235.73,4864.62,3.121428571428571,-0.03428571428571514,81.28857142857143,-3.261428571428567,350.7271428571429,4.670000000000016,1243.1499999999999,34.60428571428565,4846.841428571429,60.5228571428579,0,Compressor,Reciprocating,Amenam Complex,Solar Turbines,2021-11-18,Medium
CMP-010,2024-03-20,2.99,72.01,351.43,1212.86,4858.76,3.0414285714285714,-0.19142857142857128,79.46714285714286,-5.089999999999989,352.0657142857143,6.682857142857188,1237.4714285714285,40.05142857142846,4852.092857142858,53.8700000000008,0,Compressor,Reciprocating,Amenam Complex,Solar Turbines,2021-11-18,Medium
CMP-010,2024-03-21,3.33,79.05,360.41,1169.86,4856.57,3.0485714285714285,-0.09571428571428608,78.81857142857143,-4.382857142857134,352.5428571428571,7.34142857142848,1213.0457142857142,-11.210000000000264,4854.387142857143,46.46142857142786,0,Compressor,Reciprocating,Amenam Complex,Solar Turbines,2021-11-18,Medium
CMP-010,2024-03-22,2.19,81.0,336.16,1161.36,4836.67,2.9414285714285713,-0.20000000000000062,78.73285714285714,-4.69285714285715,351.57142857142856,5.079999999999984,1200.2014285714286,-41.83142857142843,4842.707142857143,30.46142857142786,0,Compressor,Reciprocating,Amenam Complex,Solar Turbines,2021-11-18,Medium
CMP-010,2024-03-23,3.0,87.31,322.98,1190.16,4878.46,2.948571428571429,-0.18999999999999995,80.03,-3.75,349.35857142857145,4.887142857142919,1202.802857142857,-33.42571428571455,4850.755714285714,40.77142857142826,0,Compressor,Reciprocating,Amenam Complex,Solar Turbines,2021-11-18,Medium
CMP-010,2024-03-24,3.58,78.11,354.22,1196.67,4718.35,3.0285714285714285,-0.1200000000000001,79.24428571428572,-5.077142857142846,350.3957142857143,4.598571428571461,1183.35,-72.12142857142862,4846.042857142857,34.828571428572104,0,Compressor,Reciprocating,Amenam Complex,Solar Turbines,2021-11-18,Medium
CMP-010,2024-03-25,3.51,87.86,361.45,1307.96,4808.9,3.0971428571428574,-0.04285714285714226,80.45428571428572,-2.239999999999995,349.2171428571429,-1.0314285714284779,1210.6571428571428,-29.3900000000001,4831.761428571429,-10.577142857142462,0,Compressor,Reciprocating,Amenam Complex,Solar Turbines,2021-11-18,Medium
CMP-010,2024-03-26,2.92,72.33,324.83,1223.45,4791.14,3.0742857142857143,-0.04714285714285671,79.66714285714285,-1.6214285714285808,344.4971428571429,-6.230000000000018,1208.902857142857,-34.24714285714276,4821.2642857142855,-25.57714285714337,0,Compressor,Reciprocating,Amenam Complex,Solar Turbines,2021-11-18,Medium
CMP-010,2024-03-27,3.26,73.88,355.89,1133.13,4847.73,3.1128571428571434,0.07142857142857206,79.9342857142857,0.4671428571428464,345.13428571428574,-6.931428571428569,1197.5128571428572,-39.958571428571304,4819.688571428572,-32.404285714285834,0,Compressor,Reciprocating,Amenam Complex,Solar Turbines,2021-11-18,Medium
CMP-010,2024-03-28,2.88,86.45,341.41,2053.37,4826.47,3.0485714285714285,0.0,80.99142857142859,2.172857142857154,342.42,-10.122857142857072,1323.7285714285715,110.6828571428573,4815.388571428572,-38.99857142857127,0,Compressor,Reciprocating,Amenam Complex,Solar Turbines,2021-11-18,Medium
CMP-010,2024-03-29,3.13,83.42,352.68,1133.37,4829.11,3.1828571428571424,0.2414285714285711,81.33714285714287,2.604285714285723,344.78000000000003,-6.791428571428526,1319.73,119.52857142857147,4814.308571428572,-28.398571428570904,0,Compressor,Reciprocating,Amenam Complex,Solar Turbines,2021-11-18,Medium
CMP-010,2024-03-30,3.58,75.37,331.19,1249.64,4885.32,3.2657142857142856,0.3171428571428567,79.63142857142857,-0.39857142857142946,345.95285714285717,-3.405714285714282,1328.2271428571428,125.42428571428582,4815.288571428572,-35.46714285714188,0,Compressor,Reciprocating,Amenam Complex,Solar Turbines,2021-11-18,Medium
CMP-010,2024-03-31,3.39,87.37,346.8,1374.44,4721.93,3.238571428571429,0.2100000000000004,80.95428571428572,1.7099999999999937,344.89285714285717,-5.502857142857124,1353.6228571428571,170.27285714285722,4815.8,-30.242857142857247,0,Compressor,Reciprocating,Amenam Complex,Solar Turbines,2021-11-18,Medium
CMP-010,2024-04-01,3.23,82.11,338.59,1161.38,4745.11,3.198571428571428,0.10142857142857054,80.13285714285715,-0.3214285714285694,341.6271428571428,-7.590000000000089,1332.6828571428573,122.02571428571446,4806.687142857142,-25.074285714286816,0,Compressor,Reciprocating,Amenam Complex,Solar Turbines,2021-11-18,Medium
CMP-010,2024-04-02,3.02,76.47,351.31,1173.44,4756.18,3.212857142857143,0.1385714285714288,80.72428571428573,1.0571428571428783,345.40999999999997,0.9128571428570922,1325.5385714285715,116.63571428571436,4801.692857142857,-19.57142857142844,0,Compressor,Reciprocating,Amenam Complex,Solar Turbines,2021-11-18,Medium
CMP-010,2024-04-03,3.25,82.05,328.74,1147.87,4732.54,3.211428571428571,0.09857142857142742,81.89142857142858,1.9571428571428697,341.5314285714286,-3.6028571428571468,1327.6442857142858,130.13142857142861,4785.237142857142,-34.45142857142946,0,Compressor,Reciprocating,Amenam Complex,Solar Turbines,2021-11-18,Medium
